Pic Name,Total rebars
rotate_20190531_100248_Depth_14506.png,21
rotate_20190531_102916_Depth_1043.png,27
rotate_20190531_100248_Depth_14494.png,20
rotate_20190531_100248_Depth_14517.png,21
rotate_20190531_103143_Depth_5539.png,37
rotate_20190531_105339_Depth_962.png,36
rotate_20190531_102916_Depth_1183.png,27
rotate_20190531_105600_Depth_5571.png,23
rotate_20190531_105339_Depth_956.png,37
rotate_20190531_103143_Depth_5489.png,38
rotate_20190531_103143_Depth_5529.png,37
rotate_20190531_102916_Depth_1051.png,28
rotate_20190531_100248_Depth_14549.png,22
rotate_20190531_103143_Depth_5441.png,37
rotate_20190531_105339_Depth_871.png,34
rotate_20190531_102916_Depth_1041.png,28
rotate_20190531_102916_Depth_1046.png,28
rotate_20190531_105339_Depth_977.png,36
rotate_20190531_100248_Depth_14516.png,22
rotate_20190531_105339_Depth_886.png,37
rotate_20190531_105600_Depth_5531.png,27
rotate_20190531_100248_Depth_14479.png,20
rotate_20190531_100248_Depth_14532.png,22
rotate_20190531_105600_Depth_5470.png,29
rotate_20190531_105339_Depth_890.png,37
rotate_20190531_102916_Depth_1171.png,26
rotate_20190531_100248_Depth_14486.png,21
rotate_20190531_103143_Depth_5519.png,37
rotate_20190531_103143_Depth_5480.png,38
rotate_20190531_102916_Depth_1124.png,28
rotate_20190531_103143_Depth_5473.png,38
rotate_20190531_105600_Depth_5556.png,25
rotate_20190531_102916_Depth_1128.png,28
rotate_20190531_102916_Depth_1152.png,26
rotate_20190531_102916_Depth_1040.png,29
rotate_20190531_105339_Depth_936.png,34
rotate_20190531_103143_Depth_5438.png,37
rotate_20190531_100248_Depth_14552.png,23
rotate_20190531_102916_Depth_1067.png,28
rotate_20190531_102916_Depth_1081.png,27
rotate_20190531_105600_Depth_5212.png,22
rotate_20190531_100248_Depth_14598.png,23
rotate_20190531_100248_Depth_14526.png,22
rotate_20190531_100248_Depth_14593.png,23
rotate_20190531_100248_Depth_14518.png,22
rotate_20190531_103143_Depth_5445.png,37
rotate_20190531_100248_Depth_14618.png,24
rotate_20190531_100248_Depth_14529.png,22
rotate_20190531_102916_Depth_1073.png,27
rotate_20190531_102916_Depth_1147.png,28
rotate_20190531_100248_Depth_14580.png,23
rotate_20190531_102916_Depth_1076.png,27
rotate_20190531_103143_Depth_5456.png,38
rotate_20190531_105600_Depth_5390.png,22
rotate_20190531_102916_Depth_1096.png,28
rotate_20190531_102916_Depth_1044.png,27
rotate_20190531_103143_Depth_5546.png,38
rotate_20190531_100248_Depth_14499.png,20
rotate_20190531_105339_Depth_970.png,36
rotate_20190531_102916_Depth_1195.png,27
rotate_20190531_105339_Depth_884.png,36
rotate_20190531_105339_Depth_875.png,36
rotate_20190531_105600_Depth_5528.png,28
rotate_20190531_103143_Depth_5460.png,38
rotate_20190531_100248_Depth_14569.png,22
rotate_20190531_105339_Depth_968.png,35
rotate_20190531_105600_Depth_5300.png,23
rotate_20190531_102916_Depth_1109.png,28
rotate_20190531_105600_Depth_5552.png,27
rotate_20190531_102916_Depth_1049.png,28
rotate_20190531_105600_Depth_5535.png,27
rotate_20190531_105339_Depth_950.png,36
rotate_20190531_103143_Depth_5516.png,37
rotate_20190531_102916_Depth_1056.png,28
rotate_20190531_100248_Depth_14581.png,23
rotate_20190531_100248_Depth_14502.png,21
rotate_20190531_105600_Depth_5545.png,24
rotate_20190531_105600_Depth_5512.png,27
rotate_20190531_103143_Depth_5446.png,37
rotate_20190531_105339_Depth_899.png,34
rotate_20190531_103143_Depth_5506.png,38
rotate_20190531_103143_Depth_5444.png,37
rotate_20190531_100248_Depth_14553.png,23
rotate_20190531_105339_Depth_931.png,35
rotate_20190531_100248_Depth_14533.png,22
rotate_20190531_105600_Depth_5492.png,29
rotate_20190531_105339_Depth_942.png,34
rotate_20190531_102916_Depth_1045.png,27
rotate_20190531_103143_Depth_5448.png,38
rotate_20190531_102916_Depth_1048.png,28
rotate_20190531_105339_Depth_887.png,37
rotate_20190531_105600_Depth_5521.png,27
rotate_20190531_105600_Depth_5515.png,26
rotate_20190531_100248_Depth_14601.png,23
rotate_20190531_103143_Depth_5542.png,38
rotate_20190531_102916_Depth_1131.png,27
rotate_20190531_102916_Depth_1177.png,27
rotate_20190531_105339_Depth_959.png,37
rotate_20190531_102916_Depth_1099.png,28
rotate_20190531_100248_Depth_14578.png,23
rotate_20190531_102916_Depth_1113.png,28
rotate_20190531_105339_Depth_881.png,36
rotate_20190531_105339_Depth_879.png,36
rotate_20190531_105339_Depth_897.png,34
rotate_20190531_102916_Depth_1093.png,27
rotate_20190531_100248_Depth_14570.png,23
rotate_20190531_102916_Depth_1101.png,28
rotate_20190531_102916_Depth_1042.png,28
rotate_20190531_102916_Depth_1160.png,26
rotate_20190531_105600_Depth_5527.png,27
rotate_20190531_105339_Depth_917.png,34
rotate_20190531_103143_Depth_5513.png,37
rotate_20190531_102916_Depth_1150.png,28
rotate_20190531_105600_Depth_5489.png,29
rotate_20190531_105339_Depth_878.png,35
rotate_20190531_102916_Depth_1137.png,28
rotate_20190531_102916_Depth_1193.png,28
rotate_20190531_100248_Depth_14556.png,22
rotate_20190531_105600_Depth_5217.png,21
rotate_20190531_105600_Depth_5504.png,29
rotate_20190531_105600_Depth_5516.png,25
rotate_20190531_105600_Depth_5541.png,23
rotate_20190531_102916_Depth_1163.png,27
rotate_20190531_102916_Depth_1118.png,28
rotate_20190531_105600_Depth_5257.png,22
rotate_20190531_103143_Depth_5437.png,37
rotate_20190531_100248_Depth_14595.png,23
rotate_20190531_100248_Depth_14548.png,22
rotate_20190531_100248_Depth_14500.png,20
rotate_20190531_105600_Depth_5544.png,24
rotate_20190531_100248_Depth_14603.png,25
rotate_20190531_103143_Depth_5439.png,37
rotate_20190531_105339_Depth_873.png,34
rotate_20190531_103143_Depth_5483.png,37
rotate_20190531_100248_Depth_14468.png,20
rotate_20190531_100248_Depth_14483.png,20
rotate_20190531_103143_Depth_5496.png,37
rotate_20190531_105339_Depth_925.png,35
rotate_20190531_105600_Depth_5160.png,24
rotate_20190531_105339_Depth_945.png,36
rotate_20190531_105339_Depth_882.png,36
rotate_20190531_105339_Depth_953.png,36
rotate_20190531_105600_Depth_5499.png,29
rotate_20190531_105339_Depth_965.png,36
rotate_20190531_102916_Depth_1180.png,27
rotate_20190531_105600_Depth_5474.png,29
rotate_20190531_103143_Depth_5522.png,37
rotate_20190531_103143_Depth_5434.png,37
rotate_20190531_100248_Depth_14544.png,22
rotate_20190531_103143_Depth_5440.png,37
rotate_20190531_105600_Depth_5563.png,23
rotate_20190531_102916_Depth_1157.png,26
rotate_20190531_100248_Depth_14546.png,22
rotate_20190531_105339_Depth_920.png,34
rotate_20190531_103143_Depth_5429.png,36
rotate_20190531_103143_Depth_5443.png,37
rotate_20190531_102916_Depth_1047.png,27
rotate_20190531_100248_Depth_14535.png,22
rotate_20190531_103143_Depth_5431.png,36
rotate_20190531_105339_Depth_923.png,35
rotate_20190531_105339_Depth_911.png,34
rotate_20190531_102916_Depth_1119.png,28
rotate_20190531_105600_Depth_5507.png,29
rotate_20190531_105600_Depth_5566.png,23
rotate_20190531_105600_Depth_5278.png,23
rotate_20190531_100248_Depth_14616.png,24
rotate_20190531_100248_Depth_14568.png,22
rotate_20190531_105339_Depth_888.png,37
rotate_20190531_102916_Depth_1205.png,27
rotate_20190531_103143_Depth_5436.png,37
rotate_20190531_102916_Depth_1172.png,26
rotate_20190531_105600_Depth_5493.png,29
rotate_20190531_103143_Depth_5433.png,37
rotate_20190531_105339_Depth_905.png,33
rotate_20190531_103143_Depth_5493.png,37
rotate_20190531_102916_Depth_1090.png,27
rotate_20190531_105339_Depth_914.png,35
rotate_20190531_100248_Depth_14493.png,20
rotate_20190531_105600_Depth_5333.png,21
rotate_20190531_105339_Depth_903.png,35
rotate_20190531_105339_Depth_880.png,36
rotate_20190531_102916_Depth_1140.png,27
rotate_20190531_105339_Depth_883.png,36
rotate_20190531_100248_Depth_14617.png,24
rotate_20190531_103143_Depth_5477.png,38
rotate_20190531_100248_Depth_14543.png,22
rotate_20190531_102916_Depth_1079.png,27
rotate_20190531_102916_Depth_1203.png,27
rotate_20190531_100248_Depth_14482.png,20
rotate_20190531_102916_Depth_1132.png,28
rotate_20190531_103143_Depth_5432.png,37
rotate_20190531_100248_Depth_14592.png,23
rotate_20190531_103143_Depth_5525.png,37
rotate_20190531_105600_Depth_5484.png,30
rotate_20190531_105339_Depth_934.png,33
rotate_20190531_103143_Depth_5467.png,38
rotate_20190531_100248_Depth_14623.png,25
rotate_20190531_102916_Depth_1086.png,27
rotate_20190531_102916_Depth_1069.png,28
rotate_20190531_105339_Depth_874.png,35
rotate_20190531_103143_Depth_5435.png,37
rotate_20190531_102916_Depth_1060.png,28
rotate_20190531_103143_Depth_5532.png,37
rotate_20190531_105600_Depth_5241.png,22
rotate_20190531_105600_Depth_5468.png,29
rotate_20190531_102916_Depth_1184.png,27
rotate_20190531_100248_Depth_14596.png,23
rotate_20190531_105600_Depth_5523.png,27
rotate_20190531_103143_Depth_5487.png,38
rotate_20190531_105339_Depth_973.png,36
rotate_20190531_105600_Depth_5478.png,30
rotate_20190531_105600_Depth_5557.png,25
rotate_20190531_103143_Depth_5535.png,37
rotate_20190531_105339_Depth_876.png,35
rotate_20190531_105600_Depth_5496.png,29
rotate_20190531_100248_Depth_14584.png,22
rotate_20190531_102916_Depth_1111.png,28
rotate_20190531_105339_Depth_872.png,34
rotate_20190531_105600_Depth_5554.png,25
rotate_20190531_100248_Depth_14504.png,21
rotate_20190531_105339_Depth_939.png,33
rotate_20190531_105600_Depth_5570.png,23
rotate_20190531_105600_Depth_5537.png,25
rotate_20190531_105600_Depth_5549.png,26
rotate_20190531_100248_Depth_14575.png,22
rotate_20190531_105339_Depth_877.png,35
rotate_20190531_105600_Depth_5173.png,24
rotate_20190531_103143_Depth_5447.png,38
rotate_20190531_105600_Depth_5509.png,29
rotate_20190531_103143_Depth_5503.png,37
rotate_20190531_103143_Depth_5470.png,38
rotate_20190531_102916_Depth_1052.png,28
rotate_test_Depth_6411.png,27
rotate_test_Depth_6419.png,28
rotate_test_Depth_6444.png,27
rotate_test_Depth_6739.png,26
rotate_test_Depth_6762.png,25
rotate_test_Depth_6801.png,25
rotate_test_Depth_6822.png,25
rotate_test_Depth_6844.png,24
rotate_test_Depth_6861.png,24
rotate_test_Depth_6883.png,25
rotate_test_Depth_6901.png,26
rotate_test_Depth_6927.png,26
rotate_test_Depth_6943.png,26
rotate_test_Depth_6968.png,27
rotate_test_Depth_6984.png,25
rotate_test_Depth_7026.png,26
rotate_test_Depth_7050.png,26
rotate_test_Depth_7068.png,26
rotate_test_Depth_7089.png,26
rotate_test_Depth_7107.png,26
rotate_test_Depth_7131.png,26
rotate_test_Depth_7154.png,26
rotate_test_Depth_7195.png,26
rotate_test_Depth_7458.png,27
rotate_test_Depth_7502.png,26
rotate_test_Depth_7546.png,26
rotate_test_Depth_7794.png,26
rotate_test_Depth_8275.png,27
rotate_test_Depth_8401.png,29
rotate_test_Depth_8486.png,28
rotate_test_Depth_8531.png,28
rotate_test_Depth_8574.png,28
rotate_test_Depth_8901.png,28
rotate_test_Depth_8942.png,28
rotate_test_Depth_9069.png,27
rotate_test_Depth_9111.png,26
rotate_test_Depth_9154.png,27
rotate_test_Depth_9199.png,29
rotate_test_Depth_9239.png,27
rotate_test_Depth_9489.png,27
rotate_test_Depth_9534.png,27
rotate_test_Depth_9616.png,26
rotate_test_Depth_12849.png,21
rotate_test_Depth_12937.png,21
rotate_test_Depth_13057.png,21
rotate_test_Depth_13311.png,21
rotate_test_Depth_13439.png,20
rotate_test_Depth_13570.png,20
rotate_test_Depth_13694.png,20
rotate_test_Depth_14046.png,20
rotate_test_Depth_14370.png,21
rotate_test_Depth_14429.png,23
rotate_test_Depth_14555.png,27
rotate_test_Depth_14622.png,28
rotate_test_Depth_14804.png,30
rotate_test_Depth_14880.png,28
rotate_test_Depth_14938.png,26
rotate_test_Depth_15009.png,24
rotate_test_Depth_15067.png,22
rotate_test_Depth_15266.png,20
rotate_test_Depth_15325.png,21
rotate_test_Depth_15399.png,21
rotate_test_Depth_15452.png,21
rotate_test_Depth_15528.png,24
rotate_test_Depth_15586.png,24
rotate_test_Depth_15654.png,23
rotate_test_Depth_15710.png,23
rotate_test_Depth_15842.png,23
rotate_test_Depth_15908.png,24
rotate_test_Depth_15968.png,23
rotate_test_Depth_16040.png,24
rotate_test_Depth_16226.png,24
rotate_test_Depth_16306.png,25
rotate_test_Depth_16360.png,24
rotate_test_Depth_16433.png,24
rotate_test_Depth_16489.png,25
