image,label
000.png,0
001.png,1
002.png,0
003.png,1
004.png,1
005.png,1
006.png,0
007.png,0
008.png,1
009.png,0
010.png,0
011.png,1
012.png,1
013.png,1
014.png,1
015.png,0
016.png,0
017.png,0
018.png,0
019.png,0
020.png,1
021.png,1
022.png,1
023.png,1
024.png,0
025.png,0
026.png,1
027.png,0
028.png,0
029.png,1
030.png,0
031.png,0
032.png,1
033.png,0
034.png,1
035.png,0
036.png,0
037.png,0
038.png,0
039.png,0
040.png,0
041.png,1
042.png,0
043.png,0
044.png,1
045.png,0
046.png,0
047.png,0
048.png,0
049.png,0
050.png,0
051.png,0
052.png,1
053.png,0
054.png,0
055.png,0
056.png,0
057.png,0
058.png,0
059.png,1
060.png,1
061.png,1
062.png,0
063.png,0
064.png,0
065.png,0
066.png,1
067.png,1
068.png,0
069.png,0
070.png,1
071.png,1
072.png,0
073.png,1
074.png,0
075.png,0
076.png,0
077.png,1
078.png,0
079.png,0
080.png,0
081.png,1
082.png,1
083.png,0
084.png,1
085.png,0
086.png,0
087.png,0
088.png,0
089.png,0
090.png,0
091.png,1
092.png,0
093.png,0
094.png,0
095.png,0
096.png,0
097.png,0
098.png,0
099.png,1
100.png,0
101.png,0
102.png,0
103.png,1
104.png,0
105.png,1
106.png,0
107.png,0
108.png,0
109.png,0
110.png,0
111.png,0
112.png,0
113.png,1
114.png,0
115.png,0
116.png,0
117.png,0
118.png,0
119.png,0
120.png,1
121.png,1
122.png,1
123.png,0
124.png,0
125.png,1
126.png,0
127.png,0
128.png,0
129.png,1
130.png,1
131.png,1
132.png,0
133.png,0
134.png,0
135.png,1
136.png,1
137.png,0
138.png,0
139.png,1
140.png,0
141.png,0
142.png,1
143.png,0
144.png,1
145.png,0
146.png,1
147.png,1
148.png,0
149.png,0
150.png,0
151.png,0
152.png,1
153.png,0
154.png,0
155.png,0
156.png,0
157.png,0
158.png,1
159.png,0
160.png,0
161.png,0
162.png,0
163.png,0
164.png,0
165.png,1
166.png,0
167.png,0
168.png,0
169.png,0
170.png,1
171.png,1
172.png,0
173.png,0
174.png,0
175.png,1
176.png,1
177.png,0
178.png,1
179.png,0
180.png,0
181.png,0
182.png,0
183.png,0
184.png,1
185.png,1
186.png,0
187.png,0
188.png,0
189.png,0
190.png,1
191.png,0
192.png,0
193.png,0
194.png,0
195.png,0
196.png,0
197.png,0
198.png,0
199.png,0
200.png,1
201.png,1
202.png,1
203.png,0
204.png,0
205.png,1
206.png,1
207.png,1
208.png,0
209.png,0
210.png,1
211.png,0
212.png,0
213.png,0
214.png,1
215.png,0
216.png,0
217.png,0
218.png,0
219.png,1
220.png,0
221.png,1
222.png,0
223.png,0
224.png,0
225.png,0
226.png,1
227.png,0
228.png,0
229.png,1
230.png,1
231.png,1
232.png,1
233.png,1
234.png,0
235.png,1
236.png,0
237.png,0
238.png,1
239.png,1
240.png,1
241.png,1
242.png,1
243.png,0
244.png,1
245.png,0
246.png,0
247.png,1
248.png,0
249.png,0
250.png,1
251.png,0
252.png,0
253.png,1
254.png,1
255.png,1
256.png,1
257.png,0
258.png,1
259.png,0
260.png,1
261.png,0
262.png,0
263.png,0
264.png,0
265.png,1
266.png,0
267.png,0
268.png,0
269.png,0
270.png,0
271.png,1
272.png,0
273.png,0
274.png,0
275.png,0
276.png,0
277.png,0
278.png,0
279.png,0
280.png,0
281.png,1
282.png,1
283.png,0
284.png,0
285.png,0
286.png,0
287.png,0
288.png,0
289.png,1
290.png,1
291.png,0
292.png,0
293.png,0
294.png,1
295.png,1
296.png,1
297.png,0
298.png,1
299.png,0
300.png,0
301.png,0
302.png,1
303.png,0
304.png,1
305.png,0
306.png,0
307.png,0
308.png,0
309.png,0
310.png,0
311.png,0
312.png,0
313.png,1
314.png,0
315.png,0
316.png,1
317.png,1
318.png,0
319.png,0
320.png,0
321.png,0
322.png,0
323.png,1
324.png,1
325.png,0
326.png,0
327.png,0
328.png,0
329.png,0
330.png,0
331.png,0
332.png,0
333.png,0
334.png,0
335.png,0
336.png,1
337.png,0
338.png,0
339.png,0
340.png,0
341.png,0
342.png,0
343.png,0
344.png,0
345.png,0
346.png,1
347.png,0
348.png,1
349.png,0
350.png,0
351.png,0
352.png,1
353.png,0
354.png,1
355.png,1
356.png,0
357.png,1
358.png,0
359.png,1
360.png,0
361.png,1
362.png,0
363.png,0
364.png,0
365.png,0
366.png,0
367.png,0
368.png,0
369.png,0
370.png,0
371.png,0
372.png,0
373.png,0
374.png,1
375.png,0
376.png,0
377.png,0
378.png,0
379.png,0
380.png,0
381.png,1
382.png,0
383.png,0
384.png,1
385.png,0
386.png,1
387.png,0
388.png,0
389.png,0
390.png,0
391.png,0
392.png,0
393.png,1
394.png,0
395.png,0
396.png,0
397.png,0
398.png,0
399.png,0
400.png,0
401.png,0
402.png,0
403.png,0
404.png,0
405.png,0
406.png,0
407.png,1
408.png,0
409.png,0
410.png,1
411.png,0
412.png,0
413.png,1
414.png,1
415.png,1
416.png,1
417.png,0
418.png,0
419.png,0
420.png,0
421.png,0
422.png,1
423.png,1
424.png,0
425.png,0
426.png,0
427.png,0
428.png,0
429.png,1
430.png,0
431.png,0
432.png,1
433.png,0
434.png,0
435.png,1
436.png,0
437.png,0
438.png,1
439.png,0
440.png,1
441.png,0
442.png,1
443.png,0
444.png,0
445.png,1
446.png,0
447.png,0
448.png,0
449.png,0
450.png,0
451.png,1
452.png,1
453.png,1
454.png,0
455.png,0
456.png,0
457.png,1
458.png,1
459.png,1
460.png,0
461.png,0
462.png,0
463.png,0
464.png,0
465.png,1
466.png,0
467.png,0
468.png,0
469.png,1
470.png,0
471.png,1
472.png,1
473.png,0
474.png,1
475.png,0
476.png,0
477.png,0
478.png,1
479.png,0
480.png,1
481.png,0
482.png,1
483.png,0
484.png,0
485.png,0
486.png,0
487.png,1
488.png,0
489.png,1
490.png,1
491.png,0
492.png,0
493.png,0
494.png,0
495.png,0
496.png,0
497.png,0
498.png,1
499.png,1
500.png,0
501.png,1
502.png,0
503.png,0
504.png,0
505.png,0
506.png,0
507.png,0
508.png,0
509.png,0
510.png,0
511.png,0
512.png,0
513.png,0
514.png,1
515.png,0
516.png,0
517.png,1
518.png,0
519.png,0
520.png,1
521.png,1
522.png,1
523.png,0
524.png,1
525.png,0
526.png,0
527.png,0
528.png,0
529.png,0
530.png,0
531.png,0
532.png,0
